Run,Model,Adversarial,Augmentation,Intensity,Metric,Confidence
0,U,False,Noise,0.01,0.8999999761581421,7.395610332489014
0,U,True,Noise,0.01,1.0,27.214881896972656
0,U,False,Noise,0.1,0.8999999761581421,7.395610332489014
0,U,True,Noise,0.1,1.0,27.23020362854004
0,U,False,Noise,0.5,0.9099999666213989,7.395610332489014
0,U,True,Noise,0.5,1.0,27.908430099487305
0,U,False,Noise,1.0,0.9099999666213989,7.395610332489014
0,U,True,Noise,1.0,1.0,27.448339462280273
0,U,False,Noise,2.0,0.8899999856948853,7.395610332489014
0,U,True,Noise,2.0,1.0,26.47830581665039
0,U,False,Noise,5.0,0.6699999570846558,7.395610332489014
0,U,True,Noise,5.0,0.9699999690055847,27.001806259155273
0,U,False,Noise,10.0,0.23999999463558197,7.395610332489014
0,U,True,Noise,10.0,0.4699999988079071,26.499237060546875
0,U,False,Noise,15.0,0.17999999225139618,7.395610332489014
0,U,True,Noise,15.0,0.25,27.249691009521484
0,U,False,Noise,20.0,0.1899999976158142,7.395610332489014
0,U,True,Noise,20.0,0.25999999046325684,26.7979679107666
0,U,False,Noise,25.0,0.1599999964237213,7.395610332489014
0,U,True,Noise,25.0,0.11999999731779099,27.189531326293945
0,U,False,Rotation,5.0,0.8899999856948853,7.395610332489014
0,U,True,Rotation,5.0,1.0,26.68074607849121
0,U,False,Rotation,10.0,0.85999995470047,7.395610332489014
0,U,True,Rotation,10.0,1.0,27.26729393005371
0,U,False,Rotation,15.0,0.8799999952316284,7.395610332489014
0,U,True,Rotation,15.0,1.0,26.518545150756836
0,U,False,Rotation,20.0,0.8499999642372131,7.395610332489014
0,U,True,Rotation,20.0,0.9599999785423279,27.339616775512695
0,U,False,Rotation,35.0,0.7899999618530273,7.395610332489014
0,U,True,Rotation,35.0,0.9300000071525574,26.855722427368164
0,U,False,Rotation,45.0,0.7099999785423279,7.395610332489014
0,U,True,Rotation,45.0,0.8299999833106995,26.710355758666992
0,U,False,Rotation,55.0,0.6800000071525574,7.395610332489014
0,U,True,Rotation,55.0,0.8700000047683716,26.303245544433594
0,U,False,Rotation,65.0,0.7099999785423279,7.395610332489014
0,U,True,Rotation,65.0,0.8399999737739563,26.923847198486328
0,U,False,Rotation,75.0,0.6599999666213989,7.395610332489014
0,U,True,Rotation,75.0,0.7899999618530273,26.97262191772461
0,U,False,Rotation,90.0,0.6200000047683716,7.395610332489014
0,U,True,Rotation,90.0,0.6599999666213989,26.35013771057129
0,U,False,Translation,0.01,0.8899999856948853,7.395610332489014
0,U,True,Translation,0.01,1.0,27.500728607177734
0,U,False,Translation,0.05,0.8999999761581421,7.395610332489014
0,U,True,Translation,0.05,1.0,27.3753604888916
0,U,False,Translation,0.1,0.9399999976158142,7.395610332489014
0,U,True,Translation,0.1,0.949999988079071,26.714365005493164
0,U,False,Translation,0.15,0.85999995470047,7.395610332489014
0,U,True,Translation,0.15,0.9799999594688416,27.240516662597656
0,U,False,Translation,0.2,0.8899999856948853,7.395610332489014
0,U,True,Translation,0.2,0.9300000071525574,26.894487380981445
0,U,False,Translation,0.25,0.8799999952316284,7.395610332489014
0,U,True,Translation,0.25,0.8899999856948853,27.411211013793945
0,U,False,Translation,0.3,0.8399999737739563,7.395610332489014
0,U,True,Translation,0.3,0.9099999666213989,26.991228103637695
0,U,False,Translation,0.35,0.8100000023841858,7.395610332489014
0,U,True,Translation,0.35,0.8199999928474426,26.187467575073242
0,U,False,Translation,0.4,0.7699999809265137,7.395610332489014
0,U,True,Translation,0.4,0.8700000047683716,27.24140167236328
0,U,False,Translation,0.45,0.7599999904632568,7.395610332489014
0,U,True,Translation,0.45,0.7699999809265137,26.632080078125
0,U,False,Translation,0.5,0.6800000071525574,7.395610332489014
0,U,True,Translation,0.5,0.7799999713897705,27.247655868530273
0,A,False,Noise,0.01,0.7699999809265137,3.155607223510742
0,A,True,Noise,0.01,1.0,16.68897247314453
0,A,False,Noise,0.1,0.7699999809265137,3.155607223510742
0,A,True,Noise,0.1,1.0,17.525850296020508
0,A,False,Noise,0.5,0.7799999713897705,3.155607223510742
0,A,True,Noise,0.5,1.0,17.2539005279541
0,A,False,Noise,1.0,0.7699999809265137,3.155607223510742
0,A,True,Noise,1.0,1.0,17.039369583129883
0,A,False,Noise,2.0,0.75,3.155607223510742
0,A,True,Noise,2.0,1.0,17.028409957885742
0,A,False,Noise,5.0,0.6399999856948853,3.155607223510742
0,A,True,Noise,5.0,1.0,17.08791732788086
0,A,False,Noise,10.0,0.3999999761581421,3.155607223510742
0,A,True,Noise,10.0,0.949999988079071,17.485349655151367
0,A,False,Noise,15.0,0.3400000035762787,3.155607223510742
0,A,True,Noise,15.0,0.7599999904632568,17.225522994995117
0,A,False,Noise,20.0,0.2800000011920929,3.155607223510742
0,A,True,Noise,20.0,0.6299999952316284,16.570444107055664
0,A,False,Noise,25.0,0.28999999165534973,3.155607223510742
0,A,True,Noise,25.0,0.47999998927116394,16.875244140625
0,A,False,Rotation,5.0,0.7799999713897705,3.155607223510742
0,A,True,Rotation,5.0,1.0,16.976085662841797
0,A,False,Rotation,10.0,0.7799999713897705,3.155607223510742
0,A,True,Rotation,10.0,1.0,17.5377140045166
0,A,False,Rotation,15.0,0.7899999618530273,3.155607223510742
0,A,True,Rotation,15.0,1.0,16.442562103271484
0,A,False,Rotation,20.0,0.7899999618530273,3.155607223510742
0,A,True,Rotation,20.0,1.0,16.68695831298828
0,A,False,Rotation,35.0,0.7799999713897705,3.155607223510742
0,A,True,Rotation,35.0,1.0,17.117597579956055
0,A,False,Rotation,45.0,0.7799999713897705,3.155607223510742
0,A,True,Rotation,45.0,1.0,17.0322265625
0,A,False,Rotation,55.0,0.7599999904632568,3.155607223510742
0,A,True,Rotation,55.0,0.9699999690055847,16.87663459777832
0,A,False,Rotation,65.0,0.7599999904632568,3.155607223510742
0,A,True,Rotation,65.0,0.9799999594688416,17.584930419921875
0,A,False,Rotation,75.0,0.7299999594688416,3.155607223510742
0,A,True,Rotation,75.0,0.9599999785423279,16.834909439086914
0,A,False,Rotation,90.0,0.699999988079071,3.155607223510742
0,A,True,Rotation,90.0,0.9099999666213989,17.016170501708984
0,A,False,Translation,0.01,0.7599999904632568,3.155607223510742
0,A,True,Translation,0.01,1.0,16.880647659301758
0,A,False,Translation,0.05,0.7999999523162842,3.155607223510742
0,A,True,Translation,0.05,1.0,16.595367431640625
0,A,False,Translation,0.1,0.8100000023841858,3.155607223510742
0,A,True,Translation,0.1,0.9899999499320984,16.99599838256836
0,A,False,Translation,0.15,0.8299999833106995,3.155607223510742
0,A,True,Translation,0.15,0.9899999499320984,16.95482063293457
0,A,False,Translation,0.2,0.8299999833106995,3.155607223510742
0,A,True,Translation,0.2,1.0,16.496511459350586
0,A,False,Translation,0.25,0.8199999928474426,3.155607223510742
0,A,True,Translation,0.25,1.0,16.743133544921875
0,A,False,Translation,0.3,0.8199999928474426,3.155607223510742
0,A,True,Translation,0.3,1.0,16.964956283569336
0,A,False,Translation,0.35,0.7799999713897705,3.155607223510742
0,A,True,Translation,0.35,1.0,16.24793243408203
0,A,False,Translation,0.4,0.8100000023841858,3.155607223510742
0,A,True,Translation,0.4,1.0,16.862741470336914
0,A,False,Translation,0.45,0.75,3.155607223510742
0,A,True,Translation,0.45,1.0,17.15913200378418
0,A,False,Translation,0.5,0.7699999809265137,3.155607223510742
0,A,True,Translation,0.5,0.9899999499320984,16.82245635986328
1,U,False,Noise,0.01,0.8799999952316284,6.595525741577148
1,U,True,Noise,0.01,1.0,26.328739166259766
1,U,False,Noise,0.1,0.8799999952316284,6.595525741577148
1,U,True,Noise,0.1,1.0,26.913612365722656
1,U,False,Noise,0.5,0.8700000047683716,6.595525741577148
1,U,True,Noise,0.5,1.0,26.87687110900879
1,U,False,Noise,1.0,0.8799999952316284,6.595525741577148
1,U,True,Noise,1.0,1.0,27.31978416442871
1,U,False,Noise,2.0,0.8399999737739563,6.595525741577148
1,U,True,Noise,2.0,1.0,27.097562789916992
1,U,False,Noise,5.0,0.5899999737739563,6.595525741577148
1,U,True,Noise,5.0,0.9699999690055847,27.22785186767578
1,U,False,Noise,10.0,0.14000000059604645,6.595525741577148
1,U,True,Noise,10.0,0.38999998569488525,26.281118392944336
1,U,False,Noise,15.0,0.14000000059604645,6.595525741577148
1,U,True,Noise,15.0,0.2199999988079071,27.778636932373047
1,U,False,Noise,20.0,0.1599999964237213,6.595525741577148
1,U,True,Noise,20.0,0.22999998927116394,27.047775268554688
1,U,False,Noise,25.0,0.08999999612569809,6.595525741577148
1,U,True,Noise,25.0,0.2199999988079071,27.17667007446289
1,U,False,Rotation,5.0,0.8499999642372131,6.595525741577148
1,U,True,Rotation,5.0,1.0,27.17375946044922
1,U,False,Rotation,10.0,0.8299999833106995,6.595525741577148
1,U,True,Rotation,10.0,1.0,26.940893173217773
1,U,False,Rotation,15.0,0.8299999833106995,6.595525741577148
1,U,True,Rotation,15.0,0.9899999499320984,27.352060317993164
1,U,False,Rotation,20.0,0.8100000023841858,6.595525741577148
1,U,True,Rotation,20.0,0.9899999499320984,27.285490036010742
1,U,False,Rotation,35.0,0.7299999594688416,6.595525741577148
1,U,True,Rotation,35.0,0.9699999690055847,27.359535217285156
1,U,False,Rotation,45.0,0.7199999690055847,6.595525741577148
1,U,True,Rotation,45.0,0.8499999642372131,26.73555564880371
1,U,False,Rotation,55.0,0.5799999833106995,6.595525741577148
1,U,True,Rotation,55.0,0.7799999713897705,26.952070236206055
1,U,False,Rotation,65.0,0.6100000143051147,6.595525741577148
1,U,True,Rotation,65.0,0.7999999523162842,27.244918823242188
1,U,False,Rotation,75.0,0.5999999642372131,6.595525741577148
1,U,True,Rotation,75.0,0.699999988079071,27.017080307006836
1,U,False,Rotation,90.0,0.5299999713897705,6.595525741577148
1,U,True,Rotation,90.0,0.6499999761581421,26.590444564819336
1,U,False,Translation,0.01,0.85999995470047,6.595525741577148
1,U,True,Translation,0.01,1.0,26.732791900634766
1,U,False,Translation,0.05,0.85999995470047,6.595525741577148
1,U,True,Translation,0.05,1.0,26.64898109436035
1,U,False,Translation,0.1,0.8899999856948853,6.595525741577148
1,U,True,Translation,0.1,0.9599999785423279,27.249956130981445
1,U,False,Translation,0.15,0.85999995470047,6.595525741577148
1,U,True,Translation,0.15,0.949999988079071,26.690114974975586
1,U,False,Translation,0.2,0.8399999737739563,6.595525741577148
1,U,True,Translation,0.2,0.9799999594688416,27.022499084472656
1,U,False,Translation,0.25,0.8399999737739563,6.595525741577148
1,U,True,Translation,0.25,0.8999999761581421,27.576828002929688
1,U,False,Translation,0.3,0.8299999833106995,6.595525741577148
1,U,True,Translation,0.3,0.9199999570846558,26.863988876342773
1,U,False,Translation,0.35,0.7999999523162842,6.595525741577148
1,U,True,Translation,0.35,0.8799999952316284,26.86465072631836
1,U,False,Translation,0.4,0.7400000095367432,6.595525741577148
1,U,True,Translation,0.4,0.8399999737739563,27.481359481811523
1,U,False,Translation,0.45,0.7099999785423279,6.595525741577148
1,U,True,Translation,0.45,0.7899999618530273,26.558916091918945
1,U,False,Translation,0.5,0.6800000071525574,6.595525741577148
1,U,True,Translation,0.5,0.8299999833106995,27.572938919067383
1,A,False,Noise,0.01,0.7899999618530273,3.211419105529785
1,A,True,Noise,0.01,1.0,18.474287033081055
1,A,False,Noise,0.1,0.7899999618530273,3.211419105529785
1,A,True,Noise,0.1,1.0,18.012868881225586
1,A,False,Noise,0.5,0.7799999713897705,3.211419105529785
1,A,True,Noise,0.5,1.0,17.22555923461914
1,A,False,Noise,1.0,0.7799999713897705,3.211419105529785
1,A,True,Noise,1.0,1.0,18.005889892578125
1,A,False,Noise,2.0,0.7699999809265137,3.211419105529785
1,A,True,Noise,2.0,1.0,18.639530181884766
1,A,False,Noise,5.0,0.6399999856948853,3.211419105529785
1,A,True,Noise,5.0,1.0,17.38490104675293
1,A,False,Noise,10.0,0.41999998688697815,3.211419105529785
1,A,True,Noise,10.0,0.9699999690055847,18.681987762451172
1,A,False,Noise,15.0,0.3100000023841858,3.211419105529785
1,A,True,Noise,15.0,0.7999999523162842,18.054044723510742
1,A,False,Noise,20.0,0.26999998092651367,3.211419105529785
1,A,True,Noise,20.0,0.7099999785423279,17.540231704711914
1,A,False,Noise,25.0,0.22999998927116394,3.211419105529785
1,A,True,Noise,25.0,0.550000011920929,18.217119216918945
1,A,False,Rotation,5.0,0.7999999523162842,3.211419105529785
1,A,True,Rotation,5.0,1.0,17.6809024810791
1,A,False,Rotation,10.0,0.7999999523162842,3.211419105529785
1,A,True,Rotation,10.0,1.0,18.118722915649414
1,A,False,Rotation,15.0,0.7999999523162842,3.211419105529785
1,A,True,Rotation,15.0,1.0,18.32382583618164
1,A,False,Rotation,20.0,0.7999999523162842,3.211419105529785
1,A,True,Rotation,20.0,0.9899999499320984,17.49896240234375
1,A,False,Rotation,35.0,0.7899999618530273,3.211419105529785
1,A,True,Rotation,35.0,1.0,17.913679122924805
1,A,False,Rotation,45.0,0.7799999713897705,3.211419105529785
1,A,True,Rotation,45.0,1.0,18.003360748291016
1,A,False,Rotation,55.0,0.7599999904632568,3.211419105529785
1,A,True,Rotation,55.0,0.9799999594688416,18.20916748046875
1,A,False,Rotation,65.0,0.7400000095367432,3.211419105529785
1,A,True,Rotation,65.0,0.9799999594688416,17.76861572265625
1,A,False,Rotation,75.0,0.75,3.211419105529785
1,A,True,Rotation,75.0,0.9799999594688416,18.063749313354492
1,A,False,Rotation,90.0,0.7299999594688416,3.211419105529785
1,A,True,Rotation,90.0,0.9399999976158142,18.065439224243164
1,A,False,Translation,0.01,0.7799999713897705,3.211419105529785
1,A,True,Translation,0.01,1.0,17.777713775634766
1,A,False,Translation,0.05,0.7999999523162842,3.211419105529785
1,A,True,Translation,0.05,1.0,17.840879440307617
1,A,False,Translation,0.1,0.8199999928474426,3.211419105529785
1,A,True,Translation,0.1,0.9899999499320984,18.11689567565918
1,A,False,Translation,0.15,0.7999999523162842,3.211419105529785
1,A,True,Translation,0.15,1.0,18.000808715820312
1,A,False,Translation,0.2,0.8100000023841858,3.211419105529785
1,A,True,Translation,0.2,0.9899999499320984,18.111919403076172
1,A,False,Translation,0.25,0.7999999523162842,3.211419105529785
1,A,True,Translation,0.25,1.0,18.03233528137207
1,A,False,Translation,0.3,0.7799999713897705,3.211419105529785
1,A,True,Translation,0.3,1.0,18.63572883605957
1,A,False,Translation,0.35,0.7799999713897705,3.211419105529785
1,A,True,Translation,0.35,1.0,18.101415634155273
1,A,False,Translation,0.4,0.7599999904632568,3.211419105529785
1,A,True,Translation,0.4,1.0,18.141315460205078
1,A,False,Translation,0.45,0.75,3.211419105529785
1,A,True,Translation,0.45,0.9899999499320984,18.12251853942871
1,A,False,Translation,0.5,0.7599999904632568,3.211419105529785
1,A,True,Translation,0.5,0.9799999594688416,17.396270751953125
2,U,False,Noise,0.01,0.8199999928474426,6.780555248260498
2,U,True,Noise,0.01,1.0,27.176288604736328
2,U,False,Noise,0.1,0.8199999928474426,6.780555248260498
2,U,True,Noise,0.1,1.0,27.332189559936523
2,U,False,Noise,0.5,0.8100000023841858,6.780555248260498
2,U,True,Noise,0.5,1.0,26.97222328186035
2,U,False,Noise,1.0,0.8199999928474426,6.780555248260498
2,U,True,Noise,1.0,1.0,27.069252014160156
2,U,False,Noise,2.0,0.7799999713897705,6.780555248260498
2,U,True,Noise,2.0,1.0,25.968360900878906
2,U,False,Noise,5.0,0.5999999642372131,6.780555248260498
2,U,True,Noise,5.0,0.9699999690055847,27.222900390625
2,U,False,Noise,10.0,0.17999999225139618,6.780555248260498
2,U,True,Noise,10.0,0.29999998211860657,27.07400894165039
2,U,False,Noise,15.0,0.14999999105930328,6.780555248260498
2,U,True,Noise,15.0,0.2199999988079071,26.398603439331055
2,U,False,Noise,20.0,0.09999999403953552,6.780555248260498
2,U,True,Noise,20.0,0.17000000178813934,26.54912567138672
2,U,False,Noise,25.0,0.08999999612569809,6.780555248260498
2,U,True,Noise,25.0,0.07999999821186066,27.232633590698242
2,U,False,Rotation,5.0,0.8100000023841858,6.780555248260498
2,U,True,Rotation,5.0,1.0,27.70728874206543
2,U,False,Rotation,10.0,0.8299999833106995,6.780555248260498
2,U,True,Rotation,10.0,1.0,27.27082061767578
2,U,False,Rotation,15.0,0.8100000023841858,6.780555248260498
2,U,True,Rotation,15.0,1.0,26.915807723999023
2,U,False,Rotation,20.0,0.7999999523162842,6.780555248260498
2,U,True,Rotation,20.0,0.9799999594688416,27.487070083618164
2,U,False,Rotation,35.0,0.7400000095367432,6.780555248260498
2,U,True,Rotation,35.0,0.9300000071525574,27.784006118774414
2,U,False,Rotation,45.0,0.699999988079071,6.780555248260498
2,U,True,Rotation,45.0,0.8700000047683716,26.13856315612793
2,U,False,Rotation,55.0,0.699999988079071,6.780555248260498
2,U,True,Rotation,55.0,0.8299999833106995,26.79544448852539
2,U,False,Rotation,65.0,0.6399999856948853,6.780555248260498
2,U,True,Rotation,65.0,0.7799999713897705,26.951112747192383
2,U,False,Rotation,75.0,0.5899999737739563,6.780555248260498
2,U,True,Rotation,75.0,0.7199999690055847,27.106647491455078
2,U,False,Rotation,90.0,0.5699999928474426,6.780555248260498
2,U,True,Rotation,90.0,0.699999988079071,26.850770950317383
2,U,False,Translation,0.01,0.8100000023841858,6.780555248260498
2,U,True,Translation,0.01,1.0,27.25136947631836
2,U,False,Translation,0.05,0.8199999928474426,6.780555248260498
2,U,True,Translation,0.05,1.0,27.242210388183594
2,U,False,Translation,0.1,0.8100000023841858,6.780555248260498
2,U,True,Translation,0.1,0.9699999690055847,26.389047622680664
2,U,False,Translation,0.15,0.7899999618530273,6.780555248260498
2,U,True,Translation,0.15,0.9399999976158142,27.4530029296875
2,U,False,Translation,0.2,0.8100000023841858,6.780555248260498
2,U,True,Translation,0.2,0.8799999952316284,26.6330509185791
2,U,False,Translation,0.25,0.7999999523162842,6.780555248260498
2,U,True,Translation,0.25,0.8700000047683716,27.613473892211914
2,U,False,Translation,0.3,0.7599999904632568,6.780555248260498
2,U,True,Translation,0.3,0.85999995470047,27.002357482910156
2,U,False,Translation,0.35,0.75,6.780555248260498
2,U,True,Translation,0.35,0.7799999713897705,26.632333755493164
2,U,False,Translation,0.4,0.7199999690055847,6.780555248260498
2,U,True,Translation,0.4,0.7899999618530273,26.89295768737793
2,U,False,Translation,0.45,0.7699999809265137,6.780555248260498
2,U,True,Translation,0.45,0.8499999642372131,27.15347671508789
2,U,False,Translation,0.5,0.6800000071525574,6.780555248260498
